wall,role,pid,rss_kb,pcpu
1783283214,CHROMIUM,31736,42208,0.0
1783283274,SERVE,31694,48768,0.1
1783283274,GEN,31684,46976,0.0
1783283274,BROWSER,31707,97328,0.0
1783283274,LIVE,31698,60096,0.1
1783283274,CHROMIUM,31734,78256,0.0
1783283274,CHROMIUM,31735,152384,102.5
1783283274,CHROMIUM,31736,42192,0.0
1783283334,SERVE,31694,48192,0.1
1783283334,GEN,31684,46656,0.0
1783283334,BROWSER,31707,94576,0.0
1783283334,LIVE,31698,58944,0.1
1783283334,CHROMIUM,31734,75904,0.0
1783283334,CHROMIUM,31735,139552,83.2
1783283334,CHROMIUM,31736,42192,0.0
1783283394,SERVE,31694,48512,0.1
1783283394,GEN,31684,45696,0.0
1783283394,BROWSER,31707,94720,0.0
1783283394,LIVE,31698,58912,0.1
1783283394,CHROMIUM,31734,75968,0.0
1783283394,CHROMIUM,31735,140928,103.0
1783283394,CHROMIUM,31736,42224,0.0
1783283454,SERVE,31694,48224,0.1
1783283454,GEN,31684,45744,0.0
1783283454,BROWSER,31707,94720,0.0
1783283454,LIVE,31698,59152,0.1
1783283454,CHROMIUM,31734,76048,0.0
1783283454,CHROMIUM,31735,133840,101.6
1783283454,CHROMIUM,31736,42256,0.0
1783283514,SERVE,31694,48464,0.1
1783283514,GEN,31684,45792,0.0
1783283514,BROWSER,31707,94720,0.0
1783283514,LIVE,31698,58896,0.1
1783283514,CHROMIUM,31734,75968,0.0
1783283514,CHROMIUM,31735,137472,96.8
1783283514,CHROMIUM,31736,42240,0.0
1783283575,SERVE,31694,48224,0.1
1783283575,GEN,31684,45584,0.0
1783283575,BROWSER,31707,90256,0.1
1783283575,LIVE,31698,58320,0.1
1783283575,CHROMIUM,31734,75920,0.0
1783283575,CHROMIUM,31735,151952,103.6
1783283575,CHROMIUM,31736,42240,0.0
1783283635,SERVE,31694,48432,0.1
1783283635,GEN,31684,45632,0.0
1783283635,BROWSER,31707,90400,0.0
1783283635,LIVE,31698,58720,0.1
1783283635,CHROMIUM,31734,75920,0.0
1783283635,CHROMIUM,31735,151936,101.4
1783283635,CHROMIUM,31736,42208,0.0
1783283695,SERVE,31694,48544,0.1
1783283695,GEN,31684,45328,0.0
1783283695,BROWSER,31707,90400,0.1
1783283695,LIVE,31698,58640,0.1
1783283695,CHROMIUM,31734,75920,0.0
1783283695,CHROMIUM,31735,134688,99.7
1783283695,CHROMIUM,31736,42208,0.0
1783283755,SERVE,31694,48368,0.1
1783283755,GEN,31684,45184,0.0
1783283755,BROWSER,31707,90400,0.0
1783283755,LIVE,31698,61664,0.1
1783283755,CHROMIUM,31734,75872,0.0
1783283755,CHROMIUM,31735,147248,99.4
1783283755,CHROMIUM,31736,42208,0.0
1783283815,SERVE,31694,48544,0.1
1783283815,GEN,31684,45216,0.0
1783283815,BROWSER,31707,90400,0.1
1783283815,LIVE,31698,61952,0.1
1783283815,CHROMIUM,31734,75888,0.0
1783283815,CHROMIUM,31735,134688,99.9
1783283815,CHROMIUM,31736,42224,0.0
1783283875,SERVE,31694,48288,0.1
1783283875,GEN,31684,45264,0.0
1783283875,BROWSER,31707,90400,0.0
1783283875,LIVE,31698,61728,0.1
1783283875,CHROMIUM,31734,75920,0.0
1783283875,CHROMIUM,31735,147248,92.5
1783283875,CHROMIUM,31736,42224,0.0
1783283935,SERVE,31694,48544,0.1
1783283935,GEN,31684,45328,0.0
1783283935,BROWSER,31707,90400,0.1
1783283935,LIVE,31698,62160,0.1
1783283935,CHROMIUM,31734,75920,0.0
1783283935,CHROMIUM,31735,134688,102.6
1783283935,CHROMIUM,31736,42224,0.0
1783283995,SERVE,31694,48224,0.1
1783283995,GEN,31684,45360,0.0
1783283995,BROWSER,31707,90400,0.0
1783283995,LIVE,31698,61968,0.1
1783283995,CHROMIUM,31734,75920,0.0
1783283995,CHROMIUM,31735,134688,102.0
1783283995,CHROMIUM,31736,42224,0.0
1783284055,SERVE,31694,48544,0.1
1783284055,GEN,31684,45424,0.0
1783284055,BROWSER,31707,90416,0.0
1783284055,LIVE,31698,62192,0.1
1783284055,CHROMIUM,31734,75920,0.0
1783284055,CHROMIUM,31735,134688,98.7
1783284055,CHROMIUM,31736,42224,0.0
1783284115,SERVE,31694,48224,0.1
1783284115,GEN,31684,45456,0.0
1783284115,BROWSER,31707,90432,0.0
1783284115,LIVE,31698,61968,0.1
1783284115,CHROMIUM,31734,75904,0.0
1783284115,CHROMIUM,31735,147248,102.0
1783284115,CHROMIUM,31736,42224,0.0
1783284175,SERVE,31694,48544,0.1
1783284175,GEN,31684,45488,0.0
1783284175,BROWSER,31707,90432,0.0
1783284175,LIVE,31698,61680,0.1
1783284175,CHROMIUM,31734,75920,0.0
1783284175,CHROMIUM,31735,133936,95.6
1783284175,CHROMIUM,31736,42224,0.0
1783284235,SERVE,31694,48224,0.1
1783284235,GEN,31684,45552,0.0
1783284235,BROWSER,31707,90432,0.0
1783284235,LIVE,31698,62064,0.1
1783284235,CHROMIUM,31734,75936,0.0
1783284235,CHROMIUM,31735,152064,102.5
1783284235,CHROMIUM,31736,42224,0.0
1783284295,SERVE,31694,48528,0.1
1783284295,GEN,31684,45584,0.0
1783284295,BROWSER,31707,90432,0.0
1783284295,LIVE,31698,61968,0.1
1783284295,CHROMIUM,31734,75936,0.0
1783284295,CHROMIUM,31735,139504,102.0
1783284295,CHROMIUM,31736,42224,0.0
1783284355,SERVE,31694,48224,0.1
1783284355,GEN,31684,45632,0.0
1783284355,BROWSER,31707,90448,0.0
1783284355,LIVE,31698,62192,0.1
1783284355,CHROMIUM,31734,75936,0.0
1783284355,CHROMIUM,31735,139504,100.2
1783284355,CHROMIUM,31736,42224,0.0
1783284415,SERVE,31694,48512,0.1
1783284415,GEN,31684,45680,0.0
1783284415,BROWSER,31707,90448,0.1
1783284415,LIVE,31698,61968,0.1
1783284415,CHROMIUM,31734,75936,0.0
1783284415,CHROMIUM,31735,152064,95.2
1783284415,CHROMIUM,31736,42224,0.0
1783284475,SERVE,31694,48224,0.1
1783284475,GEN,31684,45728,0.0
1783284475,BROWSER,31707,90448,0.0
1783284475,LIVE,31698,61680,0.1
1783284475,CHROMIUM,31734,75968,0.0
1783284475,CHROMIUM,31735,152064,97.4
1783284475,CHROMIUM,31736,42240,0.0
1783284535,SERVE,31694,48464,0.1
1783284535,GEN,31684,45776,0.0
1783284535,BROWSER,31707,90448,0.0
1783284535,LIVE,31698,62000,0.1
1783284535,CHROMIUM,31734,75952,0.0
1783284535,CHROMIUM,31735,139504,100.1
1783284535,CHROMIUM,31736,42224,0.0
1783284595,SERVE,31694,48224,0.1
1783284595,GEN,31684,45808,0.0
1783284595,BROWSER,31707,90352,0.1
1783284595,LIVE,31698,61888,0.1
1783284595,CHROMIUM,31734,75952,0.0
1783284595,CHROMIUM,31735,143712,95.5
1783284595,CHROMIUM,31736,42240,0.0
1783284655,SERVE,31694,48656,0.1
1783284655,GEN,31684,45840,0.0
1783284655,BROWSER,31707,90464,0.0
1783284655,LIVE,31698,62160,0.1
1783284655,CHROMIUM,31734,75952,0.0
1783284655,CHROMIUM,31735,133552,101.3
1783284655,CHROMIUM,31736,42240,0.0
1783284716,SERVE,31694,48544,0.1
1783284716,GEN,31684,45872,0.0
1783284716,BROWSER,31707,90464,0.0
1783284716,LIVE,31698,61984,0.1
1783284716,CHROMIUM,31734,75968,0.0
1783284716,CHROMIUM,31735,134896,103.3
1783284716,CHROMIUM,31736,42240,0.0
1783284776,SERVE,31694,48400,0.1
1783284776,GEN,31684,45952,0.0
1783284776,BROWSER,31707,90464,0.0
1783284776,LIVE,31698,61712,0.1
1783284776,CHROMIUM,31734,75968,0.0
1783284776,CHROMIUM,31735,140736,98.0
1783284776,CHROMIUM,31736,42240,0.0
1783284836,SERVE,31694,48544,0.1
1783284836,GEN,31684,45248,0.0
1783284836,BROWSER,31707,90464,0.0
1783284836,LIVE,31698,62048,0.1
1783284836,CHROMIUM,31734,75968,0.0
1783284836,CHROMIUM,31735,161168,101.5
1783284836,CHROMIUM,31736,42240,0.0
1783284896,SERVE,31694,48544,0.1
1783284896,GEN,31684,45296,0.0
1783284896,BROWSER,31707,90464,0.0
1783284896,LIVE,31698,62000,0.2
1783284896,CHROMIUM,31734,75984,0.0
1783284896,CHROMIUM,31735,140128,101.9
1783284896,CHROMIUM,31736,42240,0.0
1783284956,SERVE,31694,48768,0.1
1783284956,GEN,31684,45328,0.0
1783284956,BROWSER,31707,90464,0.1
1783284956,LIVE,31698,62224,0.1
1783284956,CHROMIUM,31734,75984,0.0
1783284956,CHROMIUM,31735,140128,99.5
1783284956,CHROMIUM,31736,42240,0.0
1783285016,SERVE,31694,48224,0.1
1783285016,GEN,31684,45360,0.0
1783285016,BROWSER,31707,90464,0.0
1783285016,LIVE,31698,62016,0.1
1783285016,CHROMIUM,31734,75984,0.0
1783285016,CHROMIUM,31735,134560,99.8
1783285016,CHROMIUM,31736,42240,0.0
1783285076,SERVE,31694,48704,0.1
1783285076,GEN,31684,45408,0.0
1783285076,BROWSER,31707,90464,0.0
1783285076,LIVE,31698,61792,0.1
1783285076,CHROMIUM,31734,75984,0.0
1783285076,CHROMIUM,31735,140448,98.5
1783285076,CHROMIUM,31736,42240,0.0
1783285136,SERVE,31694,48016,0.1
1783285136,GEN,31684,45440,0.0
1783285136,BROWSER,31707,90352,0.1
1783285136,LIVE,31698,62208,0.1
1783285136,CHROMIUM,31734,75968,0.0
1783285136,CHROMIUM,31735,134784,98.2
1783285136,CHROMIUM,31736,42240,0.0
1783285196,SERVE,31694,48416,0.1
1783285196,GEN,31684,45488,0.0
1783285196,BROWSER,31707,90464,0.0
1783285196,LIVE,31698,62048,0.1
1783285196,CHROMIUM,31734,75984,0.0
1783285196,CHROMIUM,31735,134784,101.3
1783285196,CHROMIUM,31736,42240,0.0
1783285256,SERVE,31694,48544,0.1
1783285256,GEN,31684,45520,0.0
1783285256,BROWSER,31707,90464,0.0
1783285256,LIVE,31698,61776,0.1
1783285256,CHROMIUM,31734,75984,0.0
1783285256,CHROMIUM,31735,152784,100.9
1783285256,CHROMIUM,31736,42240,0.0
1783285316,SERVE,31694,48352,0.1
1783285316,GEN,31684,45584,0.0
1783285316,BROWSER,31707,90464,0.0
1783285316,LIVE,31698,62096,0.1
1783285316,CHROMIUM,31734,75984,0.0
1783285316,CHROMIUM,31735,140128,99.6
1783285316,CHROMIUM,31736,42240,0.0
1783285376,SERVE,31694,48544,0.1
1783285376,GEN,31684,45616,0.0
1783285376,BROWSER,31707,90464,0.0
1783285376,LIVE,31698,62144,0.1
1783285376,CHROMIUM,31734,75984,0.0
1783285376,CHROMIUM,31735,152688,100.2
1783285376,CHROMIUM,31736,42240,0.0
1783285436,SERVE,31694,48240,0.1
1783285436,GEN,31684,45664,0.0
1783285436,BROWSER,31707,90480,0.0
1783285436,LIVE,31698,61872,0.1
1783285436,CHROMIUM,31734,75984,0.0
1783285436,CHROMIUM,31735,140128,99.5
1783285436,CHROMIUM,31736,42240,0.0
1783285496,SERVE,31694,48560,0.1
1783285496,GEN,31684,45696,0.0
1783285496,BROWSER,31707,90512,0.0
1783285496,LIVE,31698,62384,0.1
1783285496,CHROMIUM,31734,75968,0.0
1783285496,CHROMIUM,31735,162192,99.8
1783285496,CHROMIUM,31736,42240,0.0
1783285556,SERVE,31694,48720,0.1
1783285556,GEN,31684,45728,0.0
1783285556,BROWSER,31707,90512,0.0
1783285556,LIVE,31698,62192,0.1
1783285556,CHROMIUM,31734,75984,0.0
1783285556,CHROMIUM,31735,134560,102.4
1783285556,CHROMIUM,31736,42240,0.0
1783285616,SERVE,31694,49024,0.1
1783285616,GEN,31684,45776,0.0
1783285616,BROWSER,31707,90512,0.0
1783285616,LIVE,31698,62208,0.1
1783285616,CHROMIUM,31734,75984,0.0
1783285616,CHROMIUM,31735,140128,102.4
1783285616,CHROMIUM,31736,42240,0.0
1783285676,SERVE,31694,48720,0.1
1783285676,GEN,31684,45824,0.0
1783285676,BROWSER,31707,90528,0.0
1783285676,LIVE,31698,61920,0.1
1783285676,CHROMIUM,31734,75984,0.0
1783285676,CHROMIUM,31735,152688,102.3
1783285676,CHROMIUM,31736,42240,0.0
1783285736,SERVE,31694,49008,0.1
1783285736,GEN,31684,45856,0.0
1783285736,BROWSER,31707,90528,0.0
1783285736,LIVE,31698,62448,0.1
1783285736,CHROMIUM,31734,75984,0.0
1783285736,CHROMIUM,31735,140128,102.4
1783285736,CHROMIUM,31736,42240,0.0
1783285796,SERVE,31694,48720,0.1
1783285796,GEN,31684,45904,0.0
1783285796,BROWSER,31707,90528,0.0
1783285796,LIVE,31698,62224,0.1
1783285796,CHROMIUM,31734,75968,0.0
1783285796,CHROMIUM,31735,134560,99.0
1783285796,CHROMIUM,31736,42240,0.0
1783285857,SERVE,31694,48944,0.0
1783285857,GEN,31684,45936,0.0
1783285857,BROWSER,31707,90528,0.0
1783285857,LIVE,31698,62240,0.1
1783285857,CHROMIUM,31734,75984,0.0
1783285857,CHROMIUM,31735,134560,99.4
1783285857,CHROMIUM,31736,42240,0.0
1783285917,SERVE,31694,48720,0.1
1783285917,GEN,31684,45984,0.0
1783285917,BROWSER,31707,90528,0.0
1783285917,LIVE,31698,62016,0.1
1783285917,CHROMIUM,31734,75984,0.0
1783285917,CHROMIUM,31735,140384,102.6
1783285917,CHROMIUM,31736,42240,0.0
1783285977,SERVE,31694,48880,0.1
1783285977,GEN,31684,45296,0.0
1783285977,BROWSER,31707,90528,0.0
1783285977,LIVE,31698,62496,0.1
1783285977,CHROMIUM,31734,75984,0.0
1783285977,CHROMIUM,31735,134816,103.5
1783285977,CHROMIUM,31736,42240,0.0
1783286037,SERVE,31694,49040,0.1
1783286037,GEN,31684,45328,0.0
1783286037,BROWSER,31707,90528,0.0
1783286037,LIVE,31698,62272,0.1
1783286037,CHROMIUM,31734,75984,0.0
1783286037,CHROMIUM,31735,152432,99.8
1783286037,CHROMIUM,31736,42240,0.0
1783286097,SERVE,31694,48848,0.1
1783286097,GEN,31684,45376,0.0
1783286097,BROWSER,31707,90544,0.0
1783286097,LIVE,31698,62288,0.1
1783286097,CHROMIUM,31734,75984,0.0
1783286097,CHROMIUM,31735,140512,96.7
1783286097,CHROMIUM,31736,42240,0.0
1783286157,SERVE,31694,49040,0.1
1783286157,GEN,31684,45408,0.0
1783286157,BROWSER,31707,90544,0.0
1783286157,LIVE,31698,62000,0.1
1783286157,CHROMIUM,31734,75968,0.0
1783286157,CHROMIUM,31735,139744,95.7
1783286157,CHROMIUM,31736,42240,0.0
1783286217,SERVE,31694,48768,0.1
1783286217,GEN,31684,45440,0.0
1783286217,BROWSER,31707,90560,0.0
1783286217,LIVE,31698,62368,0.1
1783286217,CHROMIUM,31734,75984,0.0
1783286217,CHROMIUM,31735,153840,113.8
1783286217,CHROMIUM,31736,42240,0.0
1783286277,SERVE,31694,49040,0.1
1783286277,GEN,31684,45520,0.0
1783286277,BROWSER,31707,90560,0.0
1783286277,LIVE,31698,62320,0.2
1783286277,CHROMIUM,31734,75968,0.0
1783286277,CHROMIUM,31735,152304,96.3
1783286277,CHROMIUM,31736,42240,0.0
1783286337,SERVE,31694,48720,0.0
1783286337,GEN,31684,45552,0.0
1783286337,BROWSER,31707,90560,0.0
1783286337,LIVE,31698,62544,0.1
1783286337,CHROMIUM,31734,75984,0.0
1783286337,CHROMIUM,31735,134304,98.1
1783286337,CHROMIUM,31736,42240,0.0
1783286397,SERVE,31694,49040,0.1
1783286397,GEN,31684,45584,0.0
1783286397,BROWSER,31707,94416,0.0
1783286397,LIVE,31698,62320,0.1
1783286397,CHROMIUM,31734,78368,0.0
1783286397,CHROMIUM,31735,139840,102.7
1783286397,CHROMIUM,31736,42240,0.0
1783286457,SERVE,31694,48720,0.1
1783286457,GEN,31684,45616,0.0
1783286457,BROWSER,31707,94448,0.0
1783286457,LIVE,31698,62032,0.1
1783286457,CHROMIUM,31734,78352,0.0
1783286457,CHROMIUM,31735,133504,100.9
1783286457,CHROMIUM,31736,42240,0.0
1783286517,SERVE,31694,49040,0.1
1783286517,GEN,31684,45648,0.0
1783286517,BROWSER,31707,94448,0.0
1783286517,LIVE,31698,62352,0.1
1783286517,CHROMIUM,31734,78352,0.0
1783286517,CHROMIUM,31735,133376,98.0
1783286517,CHROMIUM,31736,42240,0.0
1783286577,SERVE,31694,48720,0.0
1783286577,GEN,31684,45680,0.0
1783286577,BROWSER,31707,94448,0.0
1783286577,LIVE,31698,62128,0.1
1783286577,CHROMIUM,31734,78368,0.0
1783286577,CHROMIUM,31735,138944,105.2
1783286577,CHROMIUM,31736,42240,0.0
1783286637,SERVE,31694,49040,0.0
1783286637,GEN,31684,45712,0.0
1783286637,BROWSER,31707,94448,0.0
1783286637,LIVE,31698,62464,0.1
1783286637,CHROMIUM,31734,78368,0.0
1783286637,CHROMIUM,31735,151504,100.1
1783286637,CHROMIUM,31736,42240,0.0
1783286697,SERVE,31694,48720,0.1
1783286697,GEN,31684,45744,0.0
1783286697,BROWSER,31707,94416,0.0
1783286697,LIVE,31698,62384,0.1
1783286697,CHROMIUM,31734,78368,0.0
1783286697,CHROMIUM,31735,151504,100.5
1783286697,CHROMIUM,31736,42240,0.0
1783286757,SERVE,31694,48992,0.1
1783286757,GEN,31684,45776,0.0
1783286757,BROWSER,31707,94256,0.0
1783286757,LIVE,31698,62624,0.1
1783286757,CHROMIUM,31734,78368,0.0
1783286757,CHROMIUM,31735,138944,99.8
1783286757,CHROMIUM,31736,42240,0.0
1783286817,SERVE,31694,49040,0.1
1783286817,GEN,31684,45808,0.0
1783286817,BROWSER,31707,94448,0.0
1783286817,LIVE,31698,62432,0.1
1783286817,CHROMIUM,31734,78352,0.0
1783286817,CHROMIUM,31735,142864,101.3
1783286817,CHROMIUM,31736,42240,0.0
1783286877,SERVE,31694,48960,0.1
1783286877,GEN,31684,45840,0.0
1783286877,BROWSER,31707,94464,0.0
1783286877,LIVE,31698,62688,0.1
1783286877,CHROMIUM,31734,78368,0.0
1783286877,CHROMIUM,31735,158592,103.8
1783286877,CHROMIUM,31736,42240,0.0
1783286937,SERVE,31694,48752,0.1
1783286937,GEN,31684,45872,0.0
1783286937,BROWSER,31707,94432,0.0
1783286937,LIVE,31698,62480,0.1
1783286937,CHROMIUM,31734,78368,0.0
1783286937,CHROMIUM,31735,138944,102.8
1783286937,CHROMIUM,31736,42240,0.0
1783286997,SERVE,31694,48944,0.1
1783286997,GEN,31684,45904,0.0
1783286997,BROWSER,31707,94464,0.0
1783286997,LIVE,31698,62224,0.1
1783286997,CHROMIUM,31734,78368,0.0
1783286997,CHROMIUM,31735,133376,96.9
1783286997,CHROMIUM,31736,42240,0.0
1783287058,SERVE,31694,48752,0.1
1783287058,GEN,31684,45920,0.0
1783287058,BROWSER,31707,94464,0.0
1783287058,LIVE,31698,62560,0.1
1783287058,CHROMIUM,31734,78352,0.0
1783287058,CHROMIUM,31735,138944,104.1
1783287058,CHROMIUM,31736,42240,0.0
1783287118,SERVE,31694,48912,0.1
1783287118,GEN,31684,45952,0.0
1783287118,BROWSER,31707,94464,0.0
1783287118,LIVE,31698,62368,0.1
1783287118,CHROMIUM,31734,78352,0.0
1783287118,CHROMIUM,31735,151504,103.9
1783287118,CHROMIUM,31736,42240,0.0
1783287178,SERVE,31694,49088,0.1
1783287178,GEN,31684,45984,0.0
1783287178,BROWSER,31707,94432,0.0
1783287178,LIVE,31698,62672,0.1
1783287178,CHROMIUM,31734,78336,0.0
1783287178,CHROMIUM,31735,138944,94.9
1783287178,CHROMIUM,31736,42240,0.0
1783287238,SERVE,31694,48912,0.1
1783287238,GEN,31684,46032,0.0
1783287238,BROWSER,31707,94464,0.1
1783287238,LIVE,31698,62592,0.1
1783287238,CHROMIUM,31734,78352,0.0
1783287238,CHROMIUM,31735,139104,98.4
1783287238,CHROMIUM,31736,42240,0.0
1783287298,SERVE,31694,49088,0.0
1783287298,GEN,31684,45312,0.0
1783287298,BROWSER,31707,94432,0.0
1783287298,LIVE,31698,62880,0.1
1783287298,CHROMIUM,31734,78368,0.0
1783287298,CHROMIUM,31735,133376,101.2
1783287298,CHROMIUM,31736,42240,0.0
1783287358,SERVE,31694,48880,0.1
1783287358,GEN,31684,45328,0.0
1783287358,BROWSER,31707,94464,0.0
1783287358,LIVE,31698,62720,0.1
1783287358,CHROMIUM,31734,78368,0.0
1783287358,CHROMIUM,31735,133376,96.4
1783287358,CHROMIUM,31736,42240,0.0
1783287418,SERVE,31694,49136,0.1
1783287418,GEN,31684,45360,0.0
1783287418,BROWSER,31707,94464,0.0
1783287418,LIVE,31698,62976,0.1
1783287418,CHROMIUM,31734,78368,0.0
1783287418,CHROMIUM,31735,151504,101.4
1783287418,CHROMIUM,31736,42240,0.0
1783287478,SERVE,31694,48784,0.1
1783287478,GEN,31684,45392,0.0
1783287478,BROWSER,31707,94496,0.0
1783287478,LIVE,31698,62768,0.1
1783287478,CHROMIUM,31734,78368,0.0
1783287478,CHROMIUM,31735,166704,101.9
1783287478,CHROMIUM,31736,42240,0.0
1783287538,SERVE,31694,49136,0.0
1783287538,GEN,31684,45424,0.0
1783287538,BROWSER,31707,94496,0.0
1783287538,LIVE,31698,63040,0.1
1783287538,CHROMIUM,31734,78352,0.0
1783287538,CHROMIUM,31735,138944,100.9
1783287538,CHROMIUM,31736,42240,0.0
1783287598,SERVE,31694,48656,0.1
1783287598,GEN,31684,45456,0.0
1783287598,BROWSER,31707,94416,0.0
1783287598,LIVE,31698,62848,0.1
1783287598,CHROMIUM,31734,78352,0.0
1783287598,CHROMIUM,31735,133376,103.7
1783287598,CHROMIUM,31736,42240,0.0
1783287658,SERVE,31694,49024,0.1
1783287658,GEN,31684,45488,0.0
1783287658,BROWSER,31707,94496,0.0
1783287658,LIVE,31698,63088,0.1
1783287658,CHROMIUM,31734,79360,0.0
1783287658,CHROMIUM,31735,160896,103.4
1783287658,CHROMIUM,31736,42240,0.0
1783287718,SERVE,31694,49136,0.1
1783287718,GEN,31684,45520,0.0
1783287718,BROWSER,31707,94496,0.0
1783287718,LIVE,31698,62896,0.1
1783287718,CHROMIUM,31734,79360,0.0
1783287718,CHROMIUM,31735,133264,106.0
1783287718,CHROMIUM,31736,42240,0.0
1783287778,SERVE,31694,48992,0.1
1783287778,GEN,31684,45552,0.0
1783287778,BROWSER,31707,94544,0.0
1783287778,LIVE,31698,62640,0.1
1783287778,CHROMIUM,31734,79360,0.0
1783287778,CHROMIUM,31735,133264,103.0
1783287778,CHROMIUM,31736,42240,0.0
1783287838,SERVE,31694,49184,0.1
1783287838,GEN,31684,45584,0.0
1783287838,BROWSER,31707,94544,0.1
1783287838,LIVE,31698,62944,0.1
1783287838,CHROMIUM,31734,79360,0.0
1783287838,CHROMIUM,31735,133264,95.6
1783287838,CHROMIUM,31736,42256,0.0
1783287898,SERVE,31694,48752,0.1
1783287898,GEN,31684,45616,0.0
1783287898,BROWSER,31707,94288,0.0
1783287898,LIVE,31698,62976,0.1
1783287898,CHROMIUM,31734,79360,0.0
1783287898,CHROMIUM,31735,138832,104.6
1783287898,CHROMIUM,31736,42240,0.0
1783287958,SERVE,31694,49088,0.1
1783287958,GEN,31684,45632,0.0
1783287958,BROWSER,31707,94544,0.0
1783287958,LIVE,31698,63008,0.1
1783287958,CHROMIUM,31734,79360,0.0
1783287958,CHROMIUM,31735,133264,98.3
1783287958,CHROMIUM,31736,42240,0.0
1783288018,SERVE,31694,49184,0.1
1783288018,GEN,31684,45664,0.0
1783288018,BROWSER,31707,94544,0.0
1783288018,LIVE,31698,63008,0.1
1783288018,CHROMIUM,31734,79344,0.0
1783288018,CHROMIUM,31735,151392,99.6
1783288018,CHROMIUM,31736,42240,0.0
1783288078,SERVE,31694,48912,0.1
1783288078,GEN,31684,45696,0.0
1783288078,BROWSER,31707,94384,0.0
1783288078,LIVE,31698,63264,0.1
1783288078,CHROMIUM,31734,79376,0.0
1783288078,CHROMIUM,31735,138832,102.0
1783288078,CHROMIUM,31736,42240,0.0
1783288138,SERVE,31694,49184,0.1
1783288138,GEN,31684,45728,0.0
1783288138,BROWSER,31707,94544,0.0
1783288138,LIVE,31698,63072,0.1
1783288138,CHROMIUM,31734,79376,0.0
1783288138,CHROMIUM,31735,146080,104.4
1783288138,CHROMIUM,31736,42240,0.0
1783288198,SERVE,31694,48752,0.1
1783288198,GEN,31684,45760,0.0
1783288198,BROWSER,31707,94544,0.0
1783288198,LIVE,31698,63088,0.1
1783288198,CHROMIUM,31734,79328,0.0
1783288198,CHROMIUM,31735,133264,96.9
1783288198,CHROMIUM,31736,42240,0.0
1783288259,SERVE,31694,49104,0.1
1783288259,GEN,31684,45792,0.0
1783288259,BROWSER,31707,94416,0.1
1783288259,LIVE,31698,63120,0.1
1783288259,CHROMIUM,31734,79328,0.0
1783288259,CHROMIUM,31735,138832,98.0
1783288259,CHROMIUM,31736,42240,0.0
1783288319,SERVE,31694,48624,0.1
1783288319,GEN,31684,45824,0.0
1783288319,BROWSER,31707,94560,0.0
1783288319,LIVE,31698,63152,0.1
1783288319,CHROMIUM,31734,79344,0.0
1783288319,CHROMIUM,31735,167392,102.4
1783288319,CHROMIUM,31736,42240,0.0
1783288379,SERVE,31694,49216,0.1
1783288379,GEN,31684,45856,0.0
1783288379,BROWSER,31707,94560,0.0
1783288379,LIVE,31698,63168,0.1
1783288379,CHROMIUM,31734,79344,0.0
1783288379,CHROMIUM,31735,138832,102.1
1783288379,CHROMIUM,31736,42240,0.0
1783288439,SERVE,31694,49184,0.0
1783288439,GEN,31684,45888,0.0
1783288439,BROWSER,31707,94560,0.0
1783288439,LIVE,31698,63200,0.1
1783288439,CHROMIUM,31734,79344,0.0
1783288439,CHROMIUM,31735,169328,102.0
1783288439,CHROMIUM,31736,42240,0.0
1783288499,SERVE,31694,48896,0.1
1783288499,GEN,31684,45920,0.0
1783288499,BROWSER,31707,94560,0.1
1783288499,LIVE,31698,63200,0.1
1783288499,CHROMIUM,31734,79344,0.0
1783288499,CHROMIUM,31735,139584,100.8
1783288499,CHROMIUM,31736,42256,0.0
1783288559,SERVE,31694,49200,0.1
1783288559,GEN,31684,45952,0.0
1783288559,BROWSER,31707,94448,0.0
1783288559,LIVE,31698,62912,0.1
1783288559,CHROMIUM,31734,79360,0.0
1783288559,CHROMIUM,31735,164336,96.8
1783288559,CHROMIUM,31736,42256,0.0
1783288619,SERVE,31694,48896,0.1
1783288619,GEN,31684,45984,0.0
1783288619,BROWSER,31707,94560,0.1
1783288619,LIVE,31698,63200,0.1
1783288619,CHROMIUM,31734,79360,0.0
1783288619,CHROMIUM,31735,134544,99.6
1783288619,CHROMIUM,31736,42256,0.0
1783288679,SERVE,31694,49152,0.1
1783288679,GEN,31684,46032,0.0
1783288679,BROWSER,31707,94576,0.0
1783288679,LIVE,31698,62944,0.1
1783288679,CHROMIUM,31734,79360,0.1
1783288679,CHROMIUM,31735,134544,97.1
1783288679,CHROMIUM,31736,42256,0.0
1783288739,SERVE,31694,48896,0.1
1783288739,GEN,31684,46096,0.0
1783288739,BROWSER,31707,94576,0.0
1783288739,LIVE,31698,63248,0.1
1783288739,CHROMIUM,31734,79360,0.0
1783288739,CHROMIUM,31735,152672,98.2
1783288739,CHROMIUM,31736,42256,0.0
1783288799,SERVE,31694,49104,0.1
1783288799,GEN,31684,45312,0.0
1783288799,BROWSER,31707,94576,0.0
1783288799,LIVE,31698,63120,0.1
1783288799,CHROMIUM,31734,79360,0.0
1783288799,CHROMIUM,31735,140112,97.9
1783288799,CHROMIUM,31736,42256,0.0
1783288859,SERVE,31694,48896,0.1
1783288859,GEN,31684,45344,0.0
1783288859,BROWSER,31707,94576,0.0
1783288859,LIVE,31698,63408,0.1
