t,emitT,seq,verb,outcome,m,tags,special,sig,k,clearedBy,slot
37607178,37607178,371,WRITE,OK,0.222999,,,s087e559e,,,f9c7d18f
37623388,37623388,372,OTHER,OK,0.300000,,,sfd9202ef,,,88dd95db
37644651,37644651,373,OTHER,OK,0.300000,,,se9c556e1,,,70166b29
37644760,37644760,374,READ,OK,0.062757,,,s1d76b935,,,3f2f3197
37657973,37657973,375,WRITE,OK,0.424517,,,sefa5ec31,,,d91700d7
37675772,37675772,376,RUN,OK,0.009378,,,s636ffe63,,,45974823
37685292,37685292,377,OTHER,OK,0.300000,,,sfd9202ef,,,88dd95db
37692949,37692949,378,OTHER,OK,0.300000,,,s6459fdd0,,,c4443a61
37698811,37698811,379,RUN,OK,0.292938,,,s636ffe63,,,328f73c8
37730955,37730955,380,WRITE,OK,0.650363,,,sefa5ec31,,,5e3262e4
37784636,37784636,381,RUN,OK,0.783241,,,s636ffe63,,,c9dafebc
37801493,37801493,382,READ,OK,0.000000,,,s1d76b935,,,3d2bf0cb
37871197,37871197,383,WRITE,OK,0.504374,,,s087e559e,,,da7161f2
37883696,37883696,384,WRITE,OK,0.445997,,,s087e559e,,,5c5c6fa8
37905540,37905540,385,SAVE,OK,0.300000,,,s8ac6478e,,,26f7a4de
37919388,37919388,386,RUN,OK,0.011953,,,s636ffe63,,,552c8580
37942007,37942007,387,RUN,OK,0.017395,,,s636ffe63,,,7a388e8a
37942007,37942007,388,RUN,OK,0.017395,,,s636ffe63,,,7a388e8a
37954404,37954404,389,SAVE,FAIL,0.500000,,,s1b5c99aa,,,11de1d26
37954404,37954404,390,SAVE,FAIL,0.500000,,,s1b5c99aa,,,11de1d26
37970913,37970913,391,WRITE,OK,0.176722,,,s087e559e,,,da7161f2
37970913,37970913,392,WRITE,OK,0.176722,,,s087e559e,,,da7161f2
37979978,37979978,393,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
37979978,37979978,-1,SAVE,OK,0.300000,,RESOLVE,,,,
37979978,37979978,394,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
37979978,37979978,-1,SAVE,OK,0.300000,,RESOLVE,,,,
37989259,37989259,395,RUN,OK,0.025115,,,s636ffe63,,,552c8580
37989259,37989259,396,RUN,OK,0.025115,,,s636ffe63,,,552c8580
38018112,38018112,397,WRITE,OK,0.258893,,,s087e559e,,,1091011c
38018112,38018112,398,WRITE,OK,0.258893,,,s087e559e,,,1091011c
38792115,38792115,399,RUN,OK,0.353831,,,s636ffe63,,,552c8580
38804709,38804709,400,WRITE,OK,0.176722,,,s087e559e,,,da7161f2
38814046,38814046,401,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
38827330,38827330,402,RUN,OK,0.338616,,,s636ffe63,,,552c8580
38827330,38827330,403,OTHER,NA,0.000000,,DONE,,,,
41144646,41144646,404,OTHER,NA,0.000000,,SESSION_START,,,,
41144646,41144646,405,OTHER,OK,0.300000,,,sd7ecfb9b,,,b028210f
41146690,41146690,406,READ,OK,0.000423,,,sf97e018e,,,75816f9f
41171885,41171885,407,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41174172,41174172,408,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41181088,41181088,409,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41182687,41182687,410,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41183965,41183965,411,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41186083,41186083,412,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41187994,41187994,413,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41189996,41189996,414,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41192560,41192560,415,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41194443,41194443,416,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
41202048,41202048,417,OTHER,OK,0.300000,,,s25039d63,,,38839b78
41202826,41202826,418,READ,OK,0.618333,,,s1d76b935,,,9d810545
41203318,41203318,419,READ,OK,0.471459,,,s1d76b935,,,a4e02439
41203623,41203623,420,READ,OK,0.394802,,,s1d76b935,,,bf6796e5
41266158,41266158,421,READ,OK,0.477732,,,s1d76b935,,,2ab6d881
41266708,41266708,422,READ,OK,0.340669,,,s1d76b935,,,28b824d1
41268386,41268386,423,RUN,OK,0.008579,,,s636ffe63,,,7a388e8a
41341050,41341050,424,READ,OK,0.605251,,,s1d76b935,,,ce8dc9d6
41600117,41600117,425,OTHER,OK,0.300000,,,s25039d63,,,38839b78
41600792,41600792,426,OTHER,OK,0.300000,,,s25039d63,,,38839b78
41610413,41610413,427,WRITE,OK,0.481892,,,s087e559e,,,932db2f8
41614968,41614968,428,WRITE,OK,0.455749,,,sefa5ec31,,,19156ac6
41963832,41963832,429,WRITE,OK,0.918043,,,sefa5ec31,,,513fdf9b
41992418,41992418,430,WRITE,OK,0.696639,,,sefa5ec31,,,c41fdc4f
42002571,42002571,431,RUN,FAIL,0.500000,,,sd362fba7,,,7a388e8a
42068407,42068407,432,WRITE,OK,0.424517,,,s087e559e,,,5aae921e
42071272,42071272,433,WRITE,OK,0.111499,,,s087e559e,,,7a8166ce
42077433,42077433,434,WRITE,OK,0.334498,,,s087e559e,,,7a8166ce
42084640,42084640,435,RUN,FAIL,0.500000,,,sd362fba7,,,7a388e8a
42123986,42123986,436,WRITE,OK,0.424517,,,s087e559e,,,5aae921e
42127094,42127094,437,WRITE,OK,0.111499,,,s087e559e,,,5aae921e
42129228,42129228,438,WRITE,OK,0.111499,,,s087e559e,,,7a8166ce
42134782,42134782,439,WRITE,OK,0.258893,,,s087e559e,,,7a8166ce
42143981,42143981,440,RUN,OK,0.041122,,,s636ffe63,,,7a388e8a
42334721,42334721,441,OTHER,OK,0.300000,,,s25039d63,,,38839b78
42335093,42335093,442,OTHER,OK,0.300000,,,s25039d63,,,38839b78
42335498,42335498,443,OTHER,OK,0.300000,,,s25039d63,,,38839b78
42338006,42338006,444,WRITE,OK,0.111499,,,s087e559e,,,8f349638
42353923,42353923,445,WRITE,OK,0.655911,,,s087e559e,,,8f349638
42371281,42371281,446,WRITE,OK,0.288221,,,s087e559e,,,8f349638
42382347,42382347,447,WRITE,OK,0.589319,,,s087e559e,,,8f349638
42551208,42551208,448,OTHER,OK,0.300000,,,s25039d63,,,38839b78
42551710,42551710,449,OTHER,OK,0.300000,,,s25039d63,,,38839b78
42656528,42656528,450,WRITE,OK,1.000000,,,sefa5ec31,,,b7184da7
42683596,42683596,451,WRITE,OK,0.313018,,,s087e559e,,,f4020466
42687617,42687617,452,WRITE,OK,0.412596,,,s087e559e,,,f4020466
42688669,42688669,453,RUN,OK,0.064575,,,s636ffe63,,,7a388e8a
42763176,42763176,454,WRITE,OK,0.111499,,,s087e559e,,,b030a50c
42766344,42766344,455,WRITE,OK,0.399721,,,s087e559e,,,b030a50c
42779675,42779675,456,WRITE,OK,0.655911,,,s087e559e,,,3b5d8153
42788359,42788359,457,WRITE,OK,0.111499,,,s087e559e,,,297f5f88
42798193,42798193,458,WRITE,OK,0.385724,,,s087e559e,,,297f5f88
42801057,42801057,459,WRITE,OK,0.222999,,,s087e559e,,,297f5f88
42805800,42805800,460,WRITE,OK,0.424517,,,s087e559e,,,297f5f88
42807671,42807671,461,WRITE,OK,0.111499,,,s087e559e,,,f4020466
42813748,42813748,462,WRITE,OK,0.353444,,,s087e559e,,,f4020466
42821572,42821572,463,WRITE,OK,0.222999,,,s087e559e,,,5d9c70e5
42829035,42829035,464,WRITE,OK,0.547115,,,s087e559e,,,5d9c70e5
42834188,42834188,465,WRITE,OK,0.370393,,,s087e559e,,,e1a0e47f
42851396,42851396,466,READ,OK,0.062757,,,s1d76b935,,,3f2f3197
42865064,42865064,467,WRITE,OK,0.385724,,,s087e559e,,,d0a17b0e
42868235,42868235,468,OTHER,OK,0.300000,,,sfd9202ef,,,88dd95db
42876122,42876122,469,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
42882732,42882732,470,OTHER,OK,0.300000,,,s83c9b03f,,,c12cb790
42884669,42884669,471,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
42899208,42899208,472,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
42904643,42904643,473,OTHER,OK,0.300000,,,seb5d2d0f,,,29149194
42911867,42911867,474,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
42924183,42924183,475,OTHER,OK,0.300000,,,s0a0191e4,,,f9872d13
42987279,42987279,476,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
42995613,42995613,477,OTHER,OK,0.300000,,,s0a0191e4,,,f9872d13
43039766,43039766,478,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43074505,43074505,479,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43087173,43087173,480,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43102450,43102450,481,OTHER,OK,0.300000,,,s0a0191e4,,,f9872d13
43103782,43103782,482,RUN,OK,0.007173,,,s636ffe63,,,45974823
43131435,43131435,483,RUN,OK,0.008579,,,s636ffe63,,,f4ca14b6
43131916,43131916,484,READ,OK,0.000000,,,s1d76b935,,,c036163c
43186334,43186334,485,WRITE,OK,0.288221,,,s087e559e,,,f4020466
43186665,43186665,486,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43187148,43187148,487,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43188205,43188205,488,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43188207,43188207,489,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43204979,43204979,490,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43236308,43236308,491,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43251536,43251536,492,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43272382,43272382,493,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
43283081,43283081,494,OTHER,OK,0.300000,,,s0a0191e4,,,f9872d13
43283909,43283909,495,RUN,OK,0.002487,,,s636ffe63,,,39a4d189
43352596,43352596,496,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43353201,43353201,497,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43353684,43353684,498,READ,OK,0.336859,,,s1d76b935,,,8e766319
43391020,43391020,499,RUN,OK,0.008379,,,s636ffe63,,,39a4d189
43438153,43438153,500,WRITE,OK,0.743971,,,sefa5ec31,,,575ca040
43458169,43458169,501,RUN,FAIL,0.500000,,,sd362fba7,,,3795a988
43470626,43470626,502,WRITE,OK,0.176722,,,s087e559e,,,f6c33041
43513553,43513553,503,RUN,OK,0.783820,,,s636ffe63,,,7a388e8a
43659188,43659188,504,RUN,OK,0.004333,,,s636ffe63,,,39a4d189
43668185,43668185,505,READ,OK,0.000000,,,s1d76b935,,,13b02cab
43668527,43668527,506,READ,OK,0.000000,,,s1d76b935,,,b4e1a3b1
43755886,43755886,507,RUN,OK,0.846625,,,s636ffe63,,,7a388e8a
43771256,43771256,508,RUN,OK,0.066251,,,s636ffe63,,,7a388e8a
43790277,43790277,509,RUN,OK,0.023072,,,s636ffe63,,,7a388e8a
43801181,43801181,510,READ,OK,0.000000,,,s1d76b935,,,73207327
43801185,43801185,511,READ,OK,0.000000,,,s1d76b935,,,3b76acde
43852953,43852953,512,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43853351,43853351,513,OTHER,OK,0.300000,,,s25039d63,,,38839b78
43853897,43853897,514,READ,OK,0.244303,,,s1d76b935,,,ee14af9f
43889029,43889029,515,RUN,OK,0.004742,,,s636ffe63,,,952b0450
43901589,43901589,516,RUN,OK,0.007777,,,s636ffe63,,,cbb0f4c6
43946927,43946927,517,RUN,OK,0.012935,,,s636ffe63,,,7a388e8a
44022117,44022117,518,WRITE,OK,0.661273,,,sefa5ec31,,,e4565e73
44056563,44056563,519,WRITE,FAIL,0.541661,,,s4a1fc1a3,,,da7161f2
44084711,44084711,520,WRITE,OK,0.536017,,,s087e559e,,,5c5c6fa8
44099313,44099313,521,READ,OK,0.047162,,,s1d76b935,,,a8b4a31b
44132476,44132476,522,WRITE,OK,0.511220,,,s087e559e,,,da7161f2
44166853,44166853,523,RUN,OK,0.008979,,,s636ffe63,,,7a388e8a
44190940,44190940,524,READ,OK,0.378388,,,s1d76b935,,,793700ed
44217008,44217008,525,RUN,OK,0.120935,,,s636ffe63,,,7a388e8a
44238099,44238099,526,RUN,OK,0.025853,,,s636ffe63,,,7a388e8a
44270387,44270387,527,RUN,OK,0.624137,,,s636ffe63,,,7a388e8a
44301617,44301617,528,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
44327353,44327353,529,RUN,OK,0.540732,,,s636ffe63,,,a05b90ec
44362264,44362264,530,WRITE,OK,0.176722,,,s087e559e,,,da7161f2
44364718,44364718,531,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
44383345,44383345,532,SAVE,OK,0.300000,,,s8ac6478e,,,45a1d89e
44419325,44419325,533,WRITE,OK,0.222999,,,s087e559e,,,1091011c
44419330,44419330,534,OTHER,OK,0.300000,,,s25039d63,,,38839b78
44419330,44419330,535,OTHER,NA,0.000000,,DONE,,,,
50215499,50215499,536,OTHER,NA,0.000000,,SESSION_START,,,,
50215499,50215499,537,OTHER,OK,0.300000,,,sd7ecfb9b,,,b028210f
50217860,50217860,538,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50221921,50221921,539,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50223686,50223686,540,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50226456,50226456,541,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50230350,50230350,542,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50234137,50234137,543,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50235790,50235790,544,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
50242533,50242533,545,OTHER,OK,0.300000,,,s25039d63,,,38839b78
50244201,50244201,546,RUN,OK,0.016048,,,s636ffe63,,,2b04cf55
50259360,50259360,547,RUN,OK,0.016818,,,s636ffe63,,,7a388e8a
50281593,50281593,548,RUN,OK,0.008779,,,s636ffe63,,,7a388e8a
50327059,50327059,549,OTHER,OK,0.300000,,,s25039d63,,,38839b78
50334210,50334210,550,WRITE,FAIL,0.500000,,,se471e472,,,5aae921e
50336648,50336648,551,WRITE,FAIL,0.500000,,,se471e472,,,5aae921e
50340580,50340580,552,WRITE,FAIL,0.500000,,,se471e472,,,5aae921e
50340580,50340580,-1,WRITE,FAIL,0.500000,,STUCK_LOOP,se471e472,2,,5aae921e
50343612,50343612,553,WRITE,OK,0.258893,,,s087e559e,,,f4020466
50350470,50350470,554,WRITE,OK,0.313018,,,s087e559e,,,f4020466
50352813,50352813,555,WRITE,OK,0.111499,,,s087e559e,,,f4020466
50356503,50356503,556,WRITE,OK,0.313018,,,s087e559e,,,f4020466
50374812,50374812,557,READ,OK,0.374290,,,s1d76b935,,,b6e6da5b
50390601,50390601,558,WRITE,OK,0.222999,,,s087e559e,,,5aae921e
50390601,50390601,-1,OTHER,NA,0.000000,,STUCK_CLEARED,se471e472,,ok,5aae921e
50390601,50390601,-1,WRITE,OK,0.222999,,RESOLVE,,,,
50391043,50391043,559,WRITE,OK,0.176722,,,s087e559e,,,5aae921e
50395014,50395014,560,WRITE,OK,0.258893,,,s087e559e,,,5aae921e
50414620,50414620,561,WRITE,OK,0.176722,,,s087e559e,,,7a8166ce
50426367,50426367,562,WRITE,OK,0.473641,,,s087e559e,,,7a8166ce
50427408,50427408,563,RUN,OK,0.041293,,,s636ffe63,,,7a388e8a
50475036,50475036,564,WRITE,FAIL,0.585140,,,se471e472,,,364ada60
50491289,50491289,565,WRITE,FAIL,0.580850,,,se471e472,,,364ada60
50502181,50502181,566,READ,OK,0.378499,,,s1d76b935,,,793700ed
50523734,50523734,567,WRITE,OK,0.562446,,,s087e559e,,,364ada60
50538981,50538981,568,WRITE,OK,0.632471,,,s087e559e,,,364ada60
50554011,50554011,569,WRITE,OK,0.222999,,,s087e559e,,,364ada60
50558123,50558123,570,WRITE,OK,0.258893,,,s087e559e,,,3b5d8153
50561942,50561942,571,WRITE,OK,0.111499,,,s087e559e,,,f4020466
50566835,50566835,572,WRITE,OK,0.258893,,,s087e559e,,,f4020466
50570422,50570422,573,WRITE,OK,0.176722,,,s087e559e,,,f4020466
50588700,50588700,574,WRITE,OK,0.685692,,,sefa5ec31,,,8a905ff5
50596546,50596546,575,WRITE,OK,0.683411,,,sefa5ec31,,,0f4124cc
50609645,50609645,576,RUN,OK,0.532560,,,s636ffe63,,,7a388e8a
50642377,50642377,577,RUN,OK,0.520338,,,s636ffe63,,,7a388e8a
50669790,50669790,578,RUN,OK,0.106682,,,s636ffe63,,,e83e2369
50830621,50830621,579,WRITE,OK,0.258893,,,s087e559e,,,364ada60
50858382,50858382,580,RUN,OK,0.700562,,,s636ffe63,,,7a388e8a
50878276,50878276,581,RUN,OK,0.299238,,,s636ffe63,,,7a388e8a
50898880,50898880,582,OTHER,OK,0.300000,,,s25039d63,,,38839b78
50899854,50899854,583,OTHER,OK,0.300000,,,s25039d63,,,38839b78
50902898,50902898,584,OTHER,OK,0.300000,,,sfd9202ef,,,88dd95db
50912649,50912649,585,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
50932302,50932302,586,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
50984134,50984134,587,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
51118587,51118587,588,OTHER,OK,0.300000,,,s25039d63,,,38839b78
51118923,51118923,589,OTHER,OK,0.300000,,,s25039d63,,,38839b78
51119330,51119330,590,OTHER,OK,0.300000,,,s25039d63,,,38839b78
51226898,51226898,591,RUN,OK,0.972607,,,s636ffe63,,,7a388e8a
51240460,51240460,592,RUN,OK,0.018543,,,s636ffe63,,,7a388e8a
51386010,51386010,593,RUN,OK,0.004945,,,s636ffe63,,,0eba3ba8
51392704,51392704,594,WRITE,OK,0.385724,,,sefa5ec31,,,f638d8c3
51396722,51396722,595,WRITE,OK,0.313018,,,s087e559e,,,8f349638
51426543,51426543,596,WRITE,OK,0.597363,,,s087e559e,,,f4020466
51433742,51433742,597,WRITE,OK,0.504374,,,s087e559e,,,f4020466
51441771,51441771,598,WRITE,OK,0.445997,,,s087e559e,,,f4020466
51641061,51641061,599,WRITE,OK,0.980933,,,sefa5ec31,,,4865a6d1
51714711,51714711,600,WRITE,OK,0.258893,,,s087e559e,,,5fd1f4d0
51718433,51718433,601,WRITE,OK,0.176722,,,s087e559e,,,5fd1f4d0
51721441,51721441,602,WRITE,OK,0.288221,,,s087e559e,,,5fd1f4d0
51785025,51785025,603,WRITE,OK,0.222999,,,s087e559e,,,932db2f8
51786912,51786912,604,WRITE,OK,0.222999,,,s087e559e,,,f4020466
51790936,51790936,605,WRITE,OK,0.258893,,,s087e559e,,,f4020466
51793649,51793649,606,WRITE,OK,0.111499,,,s087e559e,,,f4020466
51796530,51796530,607,WRITE,OK,0.111499,,,s087e559e,,,f4020466
51799397,51799397,608,WRITE,OK,0.288221,,,s087e559e,,,f4020466
51839223,51839223,609,WRITE,OK,0.722040,,,s087e559e,,,f4020466
51850275,51850275,610,WRITE,OK,0.497223,,,s087e559e,,,f4020466
51872344,51872344,611,WRITE,OK,0.541661,,,s087e559e,,,5d9c70e5
51873986,51873986,612,WRITE,OK,0.473641,,,s087e559e,,,3b5d8153
51884815,51884815,613,OTHER,OK,0.300000,,,se9c556e1,,,70166b29
51888104,51888104,614,OTHER,OK,0.300000,,,sfd9202ef,,,88dd95db
51894826,51894826,615,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
51939307,51939307,616,OTHER,FAIL,0.500000,,,s2a5cb172,,,54dd6997
51946989,51946989,617,OTHER,OK,0.300000,,,s83c9b03f,,,c12cb790
51956004,51956004,618,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
51993550,51993550,619,OTHER,FAIL,0.500000,,,s2a5cb172,,,54dd6997
52011047,52011047,620,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52045673,52045673,621,WRITE,OK,0.258893,,,s087e559e,,,5fd1f4d0
52053541,52053541,622,WRITE,OK,0.517787,,,s087e559e,,,5fd1f4d0
52063443,52063443,623,WRITE,OK,0.511220,,,s087e559e,,,5fd1f4d0
52066701,52066701,624,WRITE,OK,0.334498,,,s087e559e,,,5fd1f4d0
52068182,52068182,625,WRITE,OK,0.111499,,,s087e559e,,,5fd1f4d0
52077495,52077495,626,WRITE,OK,0.258893,,,s087e559e,,,5fd1f4d0
52078914,52078914,627,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52105438,52105438,628,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52119800,52119800,629,OTHER,OK,0.300000,,,s83c9b03f,,,c12cb790
52153176,52153176,630,WRITE,OK,0.353444,,,s087e559e,,,5fd1f4d0
52154050,52154050,631,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52172435,52172435,632,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52179150,52179150,633,OTHER,OK,0.300000,,,s83c9b03f,,,c12cb790
52204086,52204086,634,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52225532,52225532,635,READ,OK,0.360709,,,s1d76b935,,,c8a35311
52254760,52254760,636,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52276466,52276466,637,WRITE,OK,0.258893,,,s087e559e,,,5fd1f4d0
52276899,52276899,638,OTHER,OK,0.300000,,,s6be22cd1,,,6db21de5
52283594,52283594,639,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52302440,52302440,640,OTHER,OK,0.300000,,,s588944fe,,,54dd6997
52332276,52332276,641,WRITE,OK,0.399721,,,s087e559e,,,f6c33041
52345379,52345379,642,WRITE,OK,0.571911,,,s087e559e,,,f6c33041
52347492,52347492,643,RUN,OK,0.008579,,,s636ffe63,,,0eba3ba8
52396284,52396284,644,RUN,OK,0.745518,,,s636ffe63,,,7a388e8a
52415028,52415028,645,RUN,OK,0.058522,,,s636ffe63,,,7a388e8a
52420853,52420853,646,READ,OK,0.000000,,,s1d76b935,,,ad86897c
52421284,52421284,647,READ,OK,0.000000,,,s1d76b935,,,0d200c71
52688834,52688834,648,WRITE,OK,0.313018,,,s087e559e,,,5fd1f4d0
52688842,52688842,649,WRITE,OK,0.517787,,,s087e559e,,,5fd1f4d0
52715661,52715661,650,RUN,OK,0.532932,,,s636ffe63,,,7a388e8a
52721593,52721593,651,READ,OK,0.000000,,,s1d76b935,,,f913ac2e
52721593,52721593,652,OTHER,NA,0.000000,,DONE,,,,
75947362,75947362,653,OTHER,NA,0.000000,,SESSION_START,,,,
75947362,75947362,654,RUN,OK,1.000000,,,s636ffe63,,,7a388e8a
75973560,75973560,655,RUN,OK,0.240308,,,s636ffe63,,,7128b827
75988743,75988743,656,RUN,FAIL,0.500000,,,sd362fba7,,,7a388e8a
76048211,76048211,657,RUN,OK,0.810129,,,s636ffe63,,,0eba3ba8
76063624,76063624,658,RUN,OK,0.027870,,,s636ffe63,,,7a388e8a
76069488,76069488,659,READ,OK,0.000000,,,s1d76b935,,,b8cb6038
76069679,76069679,660,READ,OK,0.000000,,,s1d76b935,,,fc2d2150
76108110,76108110,661,OTHER,OK,0.300000,,,s25039d63,,,38839b78
76108544,76108544,662,OTHER,OK,0.300000,,,s25039d63,,,38839b78
76108976,76108976,663,OTHER,OK,0.300000,,,s25039d63,,,38839b78
76131297,76131297,664,RUN,OK,0.626764,,,s636ffe63,,,7a388e8a
76217794,76217794,665,WRITE,OK,0.644618,,,sefa5ec31,,,68a080f6
76261517,76261517,666,WRITE,OK,0.530167,,,s087e559e,,,5c5c6fa8
76312635,76312635,667,WRITE,OK,0.580850,,,s087e559e,,,da7161f2
76326753,76326753,668,WRITE,OK,0.222999,,,s087e559e,,,1091011c
76329113,76329113,669,WRITE,FAIL,0.500000,,,se471e472,,,d0a17b0e
76336613,76336613,670,READ,OK,0.099393,,,s1d76b935,,,3f2f3197
76346813,76346813,671,WRITE,OK,0.176722,,,s087e559e,,,d0a17b0e
76347774,76347774,672,RUN,OK,0.009975,,,s636ffe63,,,f17d1648
76386275,76386275,673,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
76400511,76400511,674,RUN,FAIL,0.500000,,,sd362fba7,,,a05b90ec
76412192,76412192,675,RUN,OK,0.052449,,,s636ffe63,,,47aeba56
76439226,76439226,676,RUN,OK,0.535426,,,s636ffe63,,,7a388e8a
76527459,76527459,677,RUN,OK,0.884028,,,s636ffe63,,,2b04cf55
76549109,76549109,678,WRITE,OK,0.176722,,,s087e559e,,,da7161f2
76553512,76553512,679,WRITE,OK,0.176722,,,s087e559e,,,5c5c6fa8
76572075,76572075,680,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
76597154,76597154,681,RUN,OK,0.007777,,,s636ffe63,,,8a6d325a
76615592,76615592,682,WRITE,FAIL,0.500000,,,s4a1fc1a3,,,033ca735
76622205,76622205,683,READ,OK,0.099125,,,s1d76b935,,,0b4118cc
76637175,76637175,684,WRITE,OK,0.222999,,,s087e559e,,,033ca735
76646094,76646094,685,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
76646094,76646094,-1,SAVE,OK,0.300000,,RESOLVE,,,,
76655803,76655803,686,OTHER,OK,0.300000,,,s25039d63,,,38839b78
76656075,76656075,687,OTHER,OK,0.300000,,,s25039d63,,,38839b78
76656075,76656075,688,OTHER,NA,0.000000,,DONE,,,,
90777435,90777435,689,OTHER,NA,0.000000,,SESSION_START,,,,
90777435,90777435,690,OTHER,OK,0.300000,,,sd7ecfb9b,,,b028210f
90779171,90779171,691,RUN,OK,0.008779,,,s636ffe63,,,39a4d189
90801448,90801448,692,READ,OK,0.526968,,,s1d76b935,,,93d10adf
90905782,90905782,693,RUN,OK,0.009577,,,s636ffe63,,,7a388e8a
90914446,90914446,694,RUN,FAIL,0.500000,,,sd362fba7,,,7a388e8a
90925445,90925445,695,RUN,OK,0.010372,,,s636ffe63,,,7a388e8a
90940883,90940883,696,RUN,OK,0.005352,,,s636ffe63,,,7a388e8a
91040707,91040707,697,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
91043159,91043159,698,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
91046540,91046540,699,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
91049407,91049407,700,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
91057425,91057425,701,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91067321,91067321,702,WRITE,OK,0.445997,,,s087e559e,,,932db2f8
91135839,91135839,703,WRITE,OK,0.176722,,,s087e559e,,,932db2f8
91137726,91137726,704,WRITE,OK,0.176722,,,s087e559e,,,f4020466
91151413,91151413,705,WRITE,OK,0.562446,,,s087e559e,,,f4020466
91157532,91157532,706,WRITE,OK,0.464944,,,s087e559e,,,f4020466
91163065,91163065,707,WRITE,OK,0.288221,,,s087e559e,,,f4020466
91238234,91238234,708,WRITE,OK,0.176722,,,s087e559e,,,5d9c70e5
91250408,91250408,709,WRITE,OK,0.608723,,,s087e559e,,,5d9c70e5
91253392,91253392,710,WRITE,OK,0.258893,,,s087e559e,,,5d9c70e5
91275840,91275840,711,WRITE,OK,0.517787,,,s087e559e,,,f4020466
91278583,91278583,712,WRITE,OK,0.176722,,,s087e559e,,,f4020466
91294443,91294443,713,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91294855,91294855,714,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91295367,91295367,715,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91339812,91339812,716,WRITE,FAIL,0.800555,,,sb8cca389,,,5fd1f4d0
91352114,91352114,717,RUN,OK,0.004333,,,s636ffe63,,,05e42f30
91363356,91363356,718,READ,OK,0.362742,,,s1d76b935,,,c8a35311
